Award_ID,Award_Name,Subfield,Title,Author_1,Author_1_Gender,Author_2,Author_2_Gender,Author_3,Author_3_Gender,Author_4,Author_4_Gender,Author_5,Author_5_Gender,Author_6,Author_6_Gender,Author_7,Author_7_Gender,Author_8,Author_8_Gender,Author_9,Author_9_Gender,Year_Won,Year_Published,Journal,DOI,Prize_Type,Prize_Rank,Author_Count,Primary_Method,Source_Award_Page,Notes,ASA
labor_distinguished,Distinguished Scholarly Article Award,Labor and Labor Movements,Marrying Ain't Hard When You Got a Union Card? Labor Union Membership and First Marriage,Daniel Schneider,male,Adam Reich,male,,,,,,,,,,,,,,,2016,2014,Social Problems,,Winner,Winner,2,,https://www.asanet.org/communities-and-sections/sections/current-sections/labor-and-labor-movements-award-recipient-history/,,1
labor_distinguished,Distinguished Scholarly Article Award,Labor and Labor Movements,Permanent Pedagogy: How Post-Fordist Firms Generate Effort but Not Consent,Jeffrey J. Sallaz,male,,,,,,,,,,,,,,,,,2015,2015,Work and Occupations,,Winner,Winner,1,,https://www.asanet.org/communities-and-sections/sections/current-sections/labor-and-labor-movements-award-recipient-history/,,1
labor_distinguished,Distinguished Scholarly Article Award,Labor and Labor Movements,Organized Labor and Racial Wage Inequality in the United States,Jake Rosenfeld,male,Meredith Kleykamp,female,,,,,,,,,,,,,,,2013,2012,American Journal of Sociology,,Winner,Winner,2,,https://www.asanet.org/communities-and-sections/sections/current-sections/labor-and-labor-movements-award-recipient-history/,,1
labor_distinguished,Distinguished Scholarly Article Award,Labor and Labor Movements,Rethinking Working-Class Struggle through the Lens of the Carceral State: Toward a Labor History of Inmates and Guards,Heather Thompson,female,,,,,,,,,,,,,,,,,2012,2011,Labor: Working Class Studies of the Americas,,Winner,Winner,1,,https://www.asanet.org/communities-and-sections/sections/current-sections/labor-and-labor-movements-award-recipient-history/,,1
labor_distinguished,Distinguished Scholarly Article Award,Labor and Labor Movements,Movements Aesthetics and Markets in Literary Change: Making the American Labor Problem Novel,Larry Isaac,male,,,,,,,,,,,,,,,,,2010,2009,American Sociological Review,,Winner,Winner,1,,https://www.asanet.org/communities-and-sections/sections/current-sections/labor-and-labor-movements-award-recipient-history/,,1
labor_distinguished,Distinguished Scholarly Article Award,Labor and Labor Movements,The Sequencing of Success: Organizing Templates and Neoliberal Policy Outcomes,Paul Almeida,male,,,,,,,,,,,,,,,,,2009,,Mobilization: The International Quarterly,,Winner,Winner,1,,https://www.asanet.org/communities-and-sections/sections/current-sections/labor-and-labor-movements-award-recipient-history/,,1
labor_distinguished,Distinguished Scholarly Article Award,Labor and Labor Movements,Labor Transnationalism and Global Governance: the Impact of NAFTA on Transnational Labor Relationships in North America,Tamara Kay,female,,,,,,,,,,,,,,,,,2006,2005,American Journal of Sociology,,Winner,Winner,1,,https://www.asanet.org/communities-and-sections/sections/current-sections/labor-and-labor-movements-award-recipient-history/,,1
labor_distinguished,Distinguished Scholarly Article Award,Labor and Labor Movements,Union Members and Voluntary Associations: Membership Overlap and a Case of Organizational Embeddedness,Ben Cornwell,male,Jill Harrison,female,,,,,,,,,,,,,,,2006,2004,American Sociological Review,,Honorable Mention,Honorable Mention,2,,https://www.asanet.org/communities-and-sections/sections/current-sections/labor-and-labor-movements-award-recipient-history/,,1
labor_distinguished,Distinguished Scholarly Article Award,Labor and Labor Movements,Dictatorship OVER the Proletariat: Deprivations of Work and Labor in the United States,Rick Fantasia,male,,,,,,,,,,,,,,,,,2004,2001,Actes de la Recherche en Sciences Sociales,,Winner,Winner,1,,https://www.asanet.org/communities-and-sections/sections/current-sections/labor-and-labor-movements-award-recipient-history/,,1
labor_distinguished,Distinguished Scholarly Article Award,Labor and Labor Movements,Interracialism: The Ideological Transformation of Hawaii's Working Class,Moon-Kie Jung,male,,,,,,,,,,,,,,,,,2004,2003,American Sociological Review,,Honorable Mention,Honorable Mention,1,,https://www.asanet.org/communities-and-sections/sections/current-sections/labor-and-labor-movements-award-recipient-history/,,1
labor_distinguished,Distinguished Scholarly Article Award,Labor and Labor Movements,Status Networks and Social Movement Participation: The Case of Striking Workers,Marc Dixon,male,Vincent Roscigno,male,,,,,,,,,,,,,,,2004,2003,American Journal of Sociology,,Honorable Mention,Honorable Mention,2,,https://www.asanet.org/communities-and-sections/sections/current-sections/labor-and-labor-movements-award-recipient-history/,,1
inequality_pager,Devah Pager Outstanding Article Award,Inequality/Poverty/Mobility,Hiring Discrimination Under Pressures to Diversify: Gender Race and Diversity Commodification Across Job Transitions in Software Engineering,Katherine Weisshaar,female,Koji Chavez,male,Tania Hutt,female,,,,,,,,,,,,,2025,2024,American Sociological Review,,Winner,Winner,3,,https://www.asanet.org/communities-and-sections/sections/current-sections/inequality-poverty-and-mobility-award-recipient-history/,,1
inequality_pager,Devah Pager Outstanding Article Award,Inequality/Poverty/Mobility,Care Labor and Family Income Inequality: How Childcare Costs Exacerbate Inequality among US Families,Pilar Gonalons-Pons,female,Ioana Marinescu,female,,,,,,,,,,,,,,,2025,2024,American Sociological Review,,Winner,Winner,2,,https://www.asanet.org/communities-and-sections/sections/current-sections/inequality-poverty-and-mobility-award-recipient-history/,,1
inequality_pager,Devah Pager Outstanding Article Award,Inequality/Poverty/Mobility,A Very Uneven Playing Field: Economic Mobility in the United States,Pablo A. Mitnik,male,Victoria L. Bryant,female,David B. Grusky,male,,,,,,,,,,,,,2025,2024,American Journal of Sociology,,Honorable Mention,Honorable Mention,3,,https://www.asanet.org/communities-and-sections/sections/current-sections/inequality-poverty-and-mobility-award-recipient-history/,,1
inequality_pager,Devah Pager Outstanding Article Award,Inequality/Poverty/Mobility,The Right to Work and American Inequality,Tom VanHeuvelen,male,,,,,,,,,,,,,,,,,2024,2023,American Sociological Review,,Winner,Winner,1,,https://www.asanet.org/communities-and-sections/sections/current-sections/inequality-poverty-and-mobility-award-recipient-history/,,1
inequality_pager,Devah Pager Outstanding Article Award,Inequality/Poverty/Mobility,Contested by the State: Institutional Offloading in the Case of Crossover Youth,Catherine Sirois,female,,,,,,,,,,,,,,,,,2024,2023,American Sociological Review,,Winner,Winner,1,,https://www.asanet.org/communities-and-sections/sections/current-sections/inequality-poverty-and-mobility-award-recipient-history/,,1
inequality_pager,Devah Pager Outstanding Article Award,Inequality/Poverty/Mobility,Intersecting the Academic Gender Gap: The Education of Lesbian Gay and Bisexual America,Joel Mittleman,male,,,,,,,,,,,,,,,,,2023,2022,American Sociological Review,,Winner,Winner,1,,https://www.asanet.org/communities-and-sections/sections/current-sections/inequality-poverty-and-mobility-award-recipient-history/,,1
inequality_pager,Devah Pager Outstanding Article Award,Inequality/Poverty/Mobility,Being a Disadvantaged Criminal Defendant: Mistrust and Resistance in Attorney-Client Interactions,Matthew Clair,male,,,,,,,,,,,,,,,,,2022,2021,Social Forces,,Winner,Winner,1,,https://www.asanet.org/communities-and-sections/sections/current-sections/inequality-poverty-and-mobility-award-recipient-history/,,1
inequality_pager,Devah Pager Outstanding Article Award,Inequality/Poverty/Mobility,Beholding Inequality: Race Gender and Returns to Physical Attractiveness in the United States,Ellis Monk,male,Michael H. Esposito,male,Hedwig Lee,female,,,,,,,,,,,,,2022,2021,American Journal of Sociology,,Honorable Mention,Honorable Mention,3,,https://www.asanet.org/communities-and-sections/sections/current-sections/inequality-poverty-and-mobility-award-recipient-history/,,1
inequality_pager,Devah Pager Outstanding Article Award,Inequality/Poverty/Mobility,Willing to Do Anything for My Kids: Inventive Mothering Diapers and the Inequalities of Carework,Jennifer Randles,female,,,,,,,,,,,,,,,,,2022,2021,American Sociological Review,,Honorable Mention,Honorable Mention,1,,https://www.asanet.org/communities-and-sections/sections/current-sections/inequality-poverty-and-mobility-award-recipient-history/,,1
inequality_pager,Devah Pager Outstanding Article Award,Inequality/Poverty/Mobility,We Built This: Consequences of New Deal Era Intervention in America's Racial Geography,Jacob Faber,male,,,,,,,,,,,,,,,,,2021,2020,American Sociological Review,,Winner,Winner,1,,https://www.asanet.org/communities-and-sections/sections/current-sections/inequality-poverty-and-mobility-award-recipient-history/,,1
inequality_pager,Devah Pager Outstanding Article Award,Inequality/Poverty/Mobility,A House but Not a Home: How Surveillance in Subsidized Housing Exacerbates Poverty and Reinforces Marginalization,Cayce Hughes,male,,,,,,,,,,,,,,,,,2021,2020,Social Forces,,Honorable Mention,Honorable Mention,1,,https://www.asanet.org/communities-and-sections/sections/current-sections/inequality-poverty-and-mobility-award-recipient-history/,,1
